UF;Protocolo;Descrição;Projeto;Ação;Início do Atendimento;Fim do Atendimento;Instrumento
SC;SC0086186;REALIZADO ABERTURA DO MEI ORIENTADO SOBRE OS DIREITO E DEVERES DO MEI IMPRESSO GUIAS DE ARRECADAÇÃO DAS E AUXILIADO SOB CONTROLE DE CAIXA ENTREGUE PLANILHA PARA CONTROLE.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;15/06/2020 15:14;15/06/2020 15:17;Orientação Técnica Presencial
SC;SC0086193;Cliente solicitou emissão de guias DAS e do parcelamento.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;15/06/2020 15:17;15/06/2020 15:21;Orientação Técnica Presencial
SC;SC0086202;REALIZADO ABERTURA  DO MEI ORIENTADO SOBRE OS DIREITOS E DEVERES DO MEI EMITIDOS AS VIAS DE ARRECADAÇÃO DAS, ENCAMINHADO PARA UMA CONSULTORIA INDIVIDUAL DE FINANÇAS .;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;15/06/2020 15:20;15/06/2020 15:42;Orientação Técnica Presencial
SC;SC0086225;REGIN;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;15/06/2020 15:33;15/06/2020 15:35;Informação Presencial
SC;SC0086228;at;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;15/06/2020 15:35;15/06/2020 16:03;Orientação Técnica Presencial
SC;SC0086229;MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;15/06/2020 15:35;15/06/2020 15:39;Informação Presencial
SC;SC0086240;REALIZADO EMISSÃO DE NF-E AVULSA, ORIENTADO SOBRE EMISSÃO CLIENTE OPTOU POR AUXILIO DA SALA PARA EMISSÃO .;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;15/06/2020 15:47;15/06/2020 15:53;Orientação Técnica Presencial
SC;SC0086261;DECLARAÇÃO ANUAL;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;15/06/2020 16:04;15/06/2020 16:07;Informação Presencial
SC;SC0086267;at;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;15/06/2020 16:07;15/06/2020 16:08;Orientação Técnica Presencial
SC;SC0086283;O contribuinte compareceu a sala do empreendedor para alterar o cnae do MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;15/06/2020 15:20;15/06/2020 16:10;Orientação Técnica Presencial
SC;SC0086300;Pedido de abertura MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;15/06/2020 16:34;15/06/2020 16:35;Orientação Técnica Presencial
SC;SC0086301;GUIAS DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;15/06/2020 16:34;15/06/2020 16:37;Informação Presencial
SC;SC0086307;REALIZADO ENTREGA DE ALVARÁ REFERENTE AO ANO CALENDÁRIO 2020.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;15/06/2020 16:39;15/06/2020 16:43;Orientação Técnica Presencial
SC;SC0086326;Pedido de abertura de MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;15/06/2020 16:50;15/06/2020 16:53;Orientação Técnica Presencial
SC;SC0086348;Cliente solicitou envio de DASN;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;15/06/2020 17:08;15/06/2020 17:13;Orientação Técnica Presencial
SC;SC0086353;Emissão de Guia;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;15/06/2020 17:14;15/06/2020 17:15;Orientação Técnica Presencial
SC;SC0086354;Viabilidade Refeita;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;15/06/2020 17:15;15/06/2020 17:16;Orientação Técnica Presencial
SC;SC0086356;Emissão de Guia;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;15/06/2020 17:17;15/06/2020 17:17;Orientação Técnica Presencial
SC;SC0086358;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;15/06/2020 17:20;15/06/2020 17:20;Orientação Técnica Presencial
SC;SC0086360;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;15/06/2020 17:20;15/06/2020 17:21;Orientação Técnica Presencial
SC;SC0086362;at;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;15/06/2020 17:22;15/06/2020 17:25;Orientação Técnica Presencial
SC;SC0086365;at;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;15/06/2020 17:26;15/06/2020 17:27;Orientação Técnica Presencial
SC;SC0086367;Cliente solicitou parcelamento dos débitos de sua empresa.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;15/06/2020 17:29;15/06/2020 17:34;Orientação Técnica Presencial
SC;SC0086389;AT;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;15/06/2020 18:00;15/06/2020 18:01;Orientação Técnica Presencial
SC;SC0086407;FAC DE ABERTURA;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 06:52;16/06/2020 07:01;Informação Presencial
SC;SC0086408;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA FAZER A DECLARAÇÃO ANUAL;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 07:02;16/06/2020 07:13;Orientação Técnica Presencial
SC;SC0086409;"• Preenchimento da FAC e impressão de documentos para alteração.
	Foi realizada alteração junto ao Portal do Empreendedor, sendo impressos para a contribuinte:
            (x  ) CNPJ,
            ( x ) CCMEI,
            (  ) DAS, 
            (x  ) FAC municipal com a alteração do cadastro junto município;
            ( x )Alvará de Funcionamento:
                    (  x ) Alteração de Endereço; (  ) Alteração/Inclusão de Atividade Econômica
            (  )  Auto Declaração Cfe  Decreto 442/2018.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 07:07;16/06/2020 07:16;Informação Presencial
SC;SC0086411;"• Preenchimento da FAC e impressão de documentos para cadastro 
	Foram impressos para o contribuinte o CNPJ, CCMEI, DAS, bem como foi preenchida a FAC 	municipal, sendo realizado o cadastro junto ao município, bem como a impressão do Alvará de 	Funcionamento. Além da entrega do alvará contribuinte foi informado sobre a necessidade de realizar a 	declaração anual até maio do ano corrente, da necessidade de emissão de guias no portal do EI (DAS) e 	que deveria retornar anualmente, no início do ano, na Prefeitura para verificar se a lei de isenção das 	taxas para EI continua em vigor.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 07:16;16/06/2020 07:22;Informação Presencial
SC;SC0086412;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA REALIZAR DECLARAÇÃO ANUAL DENTRO DO PRAZO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 07:18;16/06/2020 07:25;Orientação Técnica Presencial
SC;SC0086413;"• Solicitação de Baixa
Baixado o MEI
(X   ) No site do Empreendedor;
( X  ) No   Cadastro da PMI.
(  X) Impressas as DAS de todos os meses em aberto;
( X ) Informado sobre a possibilidade de negociação das parcelas em atraso.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 07:22;16/06/2020 07:24;Informação Presencial
SC;SC0086414;"• Preenchimento do pedido de Viabilidade - Alteração
	Preenchido no  REGIN protocolo de viabilidade de:
	(  X) Alteração de endereço;
           (X  )Inclusão/Alteração de Atividade;
           (  ) Outro:_________________________.
           Solicitado ao 	cliente que contate a Sala do Empreendedor em 3 a 5 dias úteis para verificar seu 	resultado.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 07:24;16/06/2020 07:26;Informação Presencial
SC;SC0086415;EMISSÃO DE NOTA FISCAL DE SERVIÇO AVULSA;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 07:26;16/06/2020 07:27;Informação Presencial
SC;SC0086417;ATENDIMENTO PROGRAMA JURO ZERO - MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 07:31;16/06/2020 07:32;Informação Presencial
SC;SC0086418;ATENDIMENTO PROGRAMA JURO ZERO - MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 07:33;16/06/2020 07:34;Informação Presencial
SC;SC0086419;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA FAZER NOTA FISCAL DE SERVIÇO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 07:33;16/06/2020 07:45;Orientação Técnica Presencial
SC;SC0086420;ATENDIMENTO PROGRAMA JURO ZERO - ME;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 07:35;16/06/2020 07:36;Informação Presencial
SC;SC0086421;ATENDIMENTO PROGRAMA JURO ZERO - MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 07:36;16/06/2020 07:38;Informação Presencial
SC;SC0086422;ATENDIMENTO PROGRAMA JURO ZERO - MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 07:39;16/06/2020 07:41;Informação Presencial
SC;SC0086423;ATENDIMENTO PROGRAMA JURO ZERO - MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 07:41;16/06/2020 07:50;Informação Presencial
SC;SC0086424;CLIENTE ENTROU EM CONTATO PELO WHATS PARA FAZER NOTA FISCAL.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 07:45;16/06/2020 07:53;Orientação Técnica Presencial
SC;SC0086425;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 07:47;16/06/2020 07:50;Informação Presencial
SC;SC0086426;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR GUIA DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 07:49;16/06/2020 07:51;Orientação Técnica Presencial
SC;SC0086427;ATENDIMENTO PROGRAMA JURO ZERO - MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 07:51;16/06/2020 07:52;Informação Presencial
SC;SC0086428;ATENDIMENTO PROGRAMA JURO ZERO - MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 07:52;16/06/2020 07:57;Informação Presencial
SC;SC0086429;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR AS GUIAS DAS DO PARCELAMENTO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 07:53;16/06/2020 07:55;Orientação Técnica Presencial
SC;SC0086431;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR AS GUIAS DAS DO PARCELAMENTO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 07:56;16/06/2020 07:57;Orientação Técnica Presencial
SC;SC0086434;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA FAZER NOTA FISCAL DE SERVIÇO E IMPRIMIR AS GUIAS DAS ATUALIZADAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 08:00;16/06/2020 08:03;Orientação Técnica Presencial
SC;SC0086437;Declaração anual.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 08:05;16/06/2020 08:06;Orientação Técnica Presencial
SC;SC0086438;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 08:06;16/06/2020 08:07;Informação Presencial
SC;SC0086441;Consulta de viabilidade.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 08:11;16/06/2020 08:14;Orientação Técnica Presencial
SC;SC0086442;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 08:12;16/06/2020 08:13;Informação Presencial
SC;SC0086443;solicitou a realização a Declaração Anual - DAS SIMEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 08:12;16/06/2020 08:20;Orientação Técnica Presencial
SC;SC0086447;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA INCLUIR ATIVIDADE E REALIZAR PARCELAMENTO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 08:18;16/06/2020 08:19;Orientação Técnica Presencial
SC;SC0086448;Cliente solicitou informações sobre MEI.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 08:19;16/06/2020 08:22;Orientação Técnica Presencial
SC;SC0086449;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR GUIA DAS E PARCELA;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 08:20;16/06/2020 08:22;Orientação Técnica Presencial
SC;SC0086452;Cliente solicitou encaminhamento de viabilidade de localização.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 08:22;16/06/2020 08:24;Orientação Técnica Presencial
SC;SC0086453;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA REALIZAR DECLARAÇÃO DENTRO E FORA DO PRAZO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 08:22;16/06/2020 08:36;Orientação Técnica Presencial
SC;SC0086455;Cliente solicitou formalização de sua empresa.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 08:24;16/06/2020 08:26;Orientação Técnica Presencial
SC;SC0086456;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 08:26;16/06/2020 08:29;Informação Presencial
SC;SC0086459;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 08:29;16/06/2020 08:32;Informação Presencial
SC;SC0086466;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 08:36;16/06/2020 08:38;Informação Presencial
SC;SC0086469;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 08:39;16/06/2020 08:44;Informação Presencial
SC;SC0086472;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA DAR BAIXA NO MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 08:42;16/06/2020 08:45;Orientação Técnica Presencial
SC;SC0086473;Cliente solicitou guias DAS.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 08:43;16/06/2020 08:48;Orientação Técnica Presencial
SC;SC0086474;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 08:45;16/06/2020 08:48;Informação Presencial
SC;SC0086484;"• Preenchimento do pedido de Viabilidade - Abertura
	Além de serem prestados os esclarecimentos sobre os limites/exigências para abertura e as vantagens 	que possuem os MEI,  foi realizada o protocolo de viabilidade de abertura no sistema REGIN, sendo 	solicitado ao contribuinte que contate a Sala do Empreendedor em 3 a 5 dias úteis para verificar seu 	resultado.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 08:48;16/06/2020 08:51;Informação Presencial
SC;SC0086485;"• Preenchimento do pedido de Viabilidade - Abertura
Além de serem prestados os esclarecimentos sobre os limites/exigências para abertura e as vantagens que possuem os MEI,  foi realizada o protocolo de viabilidade de abertura no sistema REGIN, sendo solicitado ao contribuinte que contato a Sala do Empreendedor em uma semana para verificar seu resultado.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 08:48;16/06/2020 08:51;Informação Presencial
SC;SC0086486;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 08:49;16/06/2020 08:52;Informação Presencial
SC;SC0086489;"• Preenchimento do pedido de Viabilidade - Abertura
Além de serem prestados os esclarecimentos sobre os limites/exigências para abertura e as vantagens que possuem os MEI,  foi realizada o protocolo de viabilidade de abertura no sistema REGIN, sendo solicitado ao contribuinte que contato a Sala do Empreendedor em uma semana para verificar seu resultado.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 08:51;16/06/2020 09:22;Informação Presencial
SC;SC0086491;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 08:52;16/06/2020 08:56;Informação Presencial
SC;SC0086497;Solicitou a realização da declaração anual - DAS SIMEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 08:56;16/06/2020 09:00;Orientação Técnica Presencial
SC;SC0086498;Cliente solicitou impressão de guias DAS.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 08:57;16/06/2020 08:59;Orientação Técnica Presencial
SC;SC0086502;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 09:00;16/06/2020 09:06;Informação Presencial
SC;SC0086504;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR AS GUIAS DAS ATUALIZADAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 09:02;16/06/2020 09:11;Orientação Técnica Presencial
SC;SC0086506;"Solicitou a participação no ""Programa EMFrenteVideira"".";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 09:02;16/06/2020 09:28;Orientação Técnica a Distância
SC;SC0086512;Cliente solicitou informações sobre MEI.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 09:06;16/06/2020 09:18;Orientação Técnica Presencial
SC;SC0086520;ALTERAÇÃO ATIVIDADE ECONÔMICA, PARCELAMENTO E DECLARAÇÃO ANUAL;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;18/05/2020 09:08;18/05/2020 10:45;Orientação Técnica Presencial
SC;SC0086526;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA DAR BAIXA NO SEU MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 09:11;16/06/2020 09:28;Orientação Técnica Presencial
SC;SC0086528;Declaração anual e guia DAS.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 09:12;16/06/2020 09:12;Orientação Técnica Presencial
SC;SC0086535;Emissão de viabilidade.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 09:15;16/06/2020 09:16;Orientação Técnica Presencial
SC;SC0086539;Cliente solicitou viabilidade de localização.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 09:18;16/06/2020 09:20;Orientação Técnica Presencial
SC;SC0086540;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 09:19;16/06/2020 09:25;Informação Presencial
SC;SC0086545;GUIAS DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 09:22;16/06/2020 09:27;Informação Presencial
SC;SC0086546;"• Emissão da Parcela do mês 
Realizada a impressão da parcela do mês do parcelamento realizados dos DAS em atraso no portal do Simples Nacional.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 09:22;16/06/2020 09:47;Informação Presencial
SC;SC0086549;Cliente solicitou formalização do MEI.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 09:23;16/06/2020 09:29;Orientação Técnica Presencial
SC;SC0086562;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 09:31;16/06/2020 09:33;Informação Presencial
SC;SC0086565;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA RETIRAR GUIA DO PARCELAMENTO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 09:32;16/06/2020 09:35;Orientação Técnica Presencial
SC;SC0086570;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 09:33;16/06/2020 09:36;Informação Presencial
SC;SC0086572;Guias DAS.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 09:33;16/06/2020 09:34;Orientação Técnica Presencial
SC;SC0086575;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR GUIA DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 09:35;16/06/2020 09:36;Orientação Técnica Presencial
SC;SC0086577;EMISSÃO DA GUIA DO PARCELAMENTO E ALVARÁ DE FUNCIONAMENTO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 07:15;16/06/2020 07:50;Orientação Técnica Presencial
SC;SC0086579;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 09:36;16/06/2020 09:39;Informação Presencial
SC;SC0086583;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR GUIA DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 09:36;16/06/2020 09:38;Orientação Técnica Presencial
SC;SC0086589;Agendamento de consultoria;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 09:38;16/06/2020 09:50;Orientação Técnica a Distância
SC;SC0086592;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 09:39;16/06/2020 09:42;Informação Presencial
SC;SC0086595;Solicitante não compareceu na consultoria, solicitada, previamente agendada e confirmada, por motivos pessoais.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 09:40;16/06/2020 09:56;Orientação Técnica a Distância
SC;SC0086600;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 09:42;16/06/2020 09:49;Informação Presencial
SC;SC0086602;Cliente solicitou inclusão de atividades em sua empresa.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 09:43;16/06/2020 09:47;Orientação Técnica Presencial
SC;SC0086607;Cliente solicitou inclusão de atividades em sua empresa.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 09:47;16/06/2020 09:51;Orientação Técnica Presencial
SC;SC0086610;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 09:49;16/06/2020 09:51;Informação Presencial
SC;SC0086611;DECLARAÇÃO ANUAL DO MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 09:49;16/06/2020 09:53;Orientação Técnica Presencial
SC;SC0086617;"Requerente solicitou a participação no ""Programa EmFrente Videira.""";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 09:52;16/06/2020 09:58;Orientação Técnica a Distância
SC;SC0086620;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 09:54;16/06/2020 09:55;Informação Presencial
SC;SC0086622;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 09:55;16/06/2020 09:57;Informação Presencial
SC;SC0086628;Informou o não que não compareceria na consultoria, solicitada,previamente agendada e confirmada, por motivos pessoais.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 09:59;16/06/2020 10:16;Orientação Técnica a Distância
SC;SC0086631;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 10:00;16/06/2020 10:04;Informação Presencial
SC;SC0086636;"• Preenchimento da FAC e impressão de documentos para alteração.
Foi realizada alteração junto ao Portal do Empreendedor, sendo impressos para a contribuinte o CNPJ, CCMEI, DAS, bem como foi preenchida a FAC municipal, sendo realizado a alteração do cadastro junto ao município, bem como a impressão do Alvará de Funcionamento - Alteração de ATIVIDADE";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 10:01;16/06/2020 10:02;Informação Presencial
SC;SC0086638;MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 10:03;16/06/2020 10:08;Informação Presencial
SC;SC0086640;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 10:04;16/06/2020 10:07;Informação Presencial
SC;SC0086641;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA REALIZAR DECLARAÇÃO ANUAL DENTRO DO PRAZO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 10:05;16/06/2020 10:08;Orientação Técnica Presencial
SC;SC0086642;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 10:07;16/06/2020 10:10;Informação Presencial
SC;SC0086645;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA RETIRAR SEGUNDA VIA DA DECLARAÇÃO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 10:09;16/06/2020 10:35;Orientação Técnica Presencial
SC;SC0086647;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 10:10;16/06/2020 10:13;Informação Presencial
SC;SC0086657;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 10:15;16/06/2020 10:18;Informação Presencial
SC;SC0086658;Cliente solicitou verificação de situação fiscal de sua empresa.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 10:15;16/06/2020 10:17;Orientação Técnica Presencial
SC;SC0086662;"Requerente solicitou a participação no ""Programa EmFrente Videira.""";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 10:17;16/06/2020 10:21;Orientação Técnica a Distância
SC;SC0086663;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 10:18;16/06/2020 10:20;Informação Presencial
SC;SC0086670;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 10:21;16/06/2020 10:24;Informação Presencial
SC;SC0086671;"Agendamento de consultoria do ""PROGRAMA EMFRENTE VIDEIRA""";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 10:22;16/06/2020 10:24;Orientação Técnica a Distância
SC;SC0086673;"Requerente solicitou a participação no ""Programa EmFrente Videira.""";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 10:25;16/06/2020 10:29;Orientação Técnica a Distância
SC;SC0086677;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 10:26;16/06/2020 10:28;Informação Presencial
SC;SC0086681;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 10:28;16/06/2020 10:31;Informação Presencial
SC;SC0086682;"Agendamento de consultoria do ""PROGRAMA EMFRENTE VIDEIRA""";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;16/06/2020 10:30;16/06/2020 10:32;Orientação Técnica a Distância
